X,Y,TNT_NAME,activity_type,address,date_fixed,latitude,longitude,repair_type,truck_name,FID
-76.160166444606119,43.019877902201785,Southside,    Accessory On,1728 SOUTH AVE & HILLVIEW AVE                     ,2018-04-20T08:30:02.000Z,43.0198779022018,-76.1601664446061,STREET REPAIR,DP2             ,1001
-76.159221144604743,43.024122403018872,Southside,    Accessory On,1321 SOUTH AVE & ROCKLAND AVE                     ,2018-04-20T08:33:56.000Z,43.0241224030189,-76.1592211446047,STREET REPAIR,DP2             ,1002
-76.157654647930741,43.077355212860532,Northside,    Accessory On,937 LEMOYNE AVE & FOURTH NORT                     ,2018-04-20T10:16:32.000Z,43.0773552128605,-76.1576546479308,STREET REPAIR,DP2             ,1003
-76.157643947930751,43.07740321286974,Northside,    Accessory On,937 LEMOYNE AVE & FOURTH NORT                     ,2018-04-20T10:17:08.000Z,43.0774032128697,-76.1576439479308,STREET REPAIR,DP2             ,1004
-76.157677947935525,43.077316712852571,Northside,    Accessory On,937 LEMOYNE AVE & FOURTH NORT                     ,2018-04-20T10:17:55.000Z,43.0773167128526,-76.1576779479355,STREET REPAIR,DP2             ,1005
-76.157672147936765,43.07735961286064,Northside,    Accessory On,937 LEMOYNE AVE & FOURTH NORT                     ,2018-04-20T10:18:52.000Z,43.0773596128606,-76.1576721479368,STREET REPAIR,DP2             ,1006
-76.157734447957736,43.077370212860195,Northside,    Accessory On,937 LEMOYNE AVE & FOURTH NORT                     ,2018-04-20T10:20:04.000Z,43.0773702128602,-76.1577344479577,STREET REPAIR,DP2             ,1007
-76.161811649062727,43.074346712146962,Northside,    Accessory On,519 WOLF ST & FIRST NORTH ST                      ,2018-04-20T10:27:16.000Z,43.074346712147,-76.1618116490627,STREET REPAIR,DP2             ,1008
-76.161803749064248,43.074403112157647,Northside,    Accessory On,601 WOLF ST & FIRST NORTH ST                      ,2018-04-20T10:27:50.000Z,43.0744031121576,-76.1618037490642,STREET REPAIR,DP2             ,1009
-76.161744649042504,43.07436711215334,Northside,    Accessory On,518 WOLF ST & FIRST NORTH ST                      ,2018-04-20T10:28:28.000Z,43.0743671121533,-76.1617446490425,STREET REPAIR,DP2             ,1010
-76.155588943858646,43.030130404264128,Southside,    Accessory On,468 CORTLAND AVE & BALLARD AV                     ,2018-04-17T08:03:49.000Z,43.0301304042641,-76.1555889438586,STREET REPAIR,DP2             ,1011
-76.147082443878872,43.068742911688723,Northside,    Accessory On,102 CRAIG ST & FIRST NORTH ST                     ,2018-05-02T06:57:29.000Z,43.0687429116887,-76.1470824438789,STREET REPAIR,DP2             ,1012
-76.141650241887291,43.065568711316118,Northside,    Accessory On,934 HIGHLAND ST                                   ,2018-04-24T10:53:54.000Z,43.0655687113161,-76.1416502418873,STREET REPAIR,DP2             ,1013
-76.16156994900463,43.074628212208019,Northside,    Accessory On,600 WOLF ST & FIRST NORTH ST                      ,2018-04-20T10:29:46.000Z,43.074628212208,-76.1615699490046,STREET REPAIR,DP2             ,1014
-76.158493448305109,43.078771213087983,Northside,    Accessory On,913 WOLF ST                                       ,2018-04-20T10:34:18.000Z,43.078771213088,-76.1584934483051,STREET REPAIR,DP2             ,1015
-76.10741212916389,43.043152408521664,Eastside,    Accessory On,2727 GENESEE ST E & FERRIS AVE                    ,2018-04-20T11:18:20.000Z,43.0431524085217,-76.1074121291639,STREET REPAIR,DP2             ,1016
-76.107432629166894,43.043101708511557,Eastside,    Accessory On,2727 GENESEE ST E & FERRIS AVE                    ,2018-04-20T11:20:21.000Z,43.0431017085116,-76.1074326291669,STREET REPAIR,DP2             ,1017
-76.107357629144417,43.043127608519235,Eastside,    Accessory On,2727 GENESEE ST E & FERRIS AVE                    ,2018-04-20T11:21:01.000Z,43.0431276085192,-76.1073576291444,STREET REPAIR,DP2             ,1018
-76.107330129133956,43.043106108516312,Eastside,    Accessory On,2805 GENESEE ST E & FERRIS AVE                    ,2018-04-20T11:21:40.000Z,43.0431061085163,-76.107330129134,STREET REPAIR,DP2             ,1019
-76.1213561341321,43.049320109116159,Eastside,    Accessory On,1636 ERIE BLVD E & COLUMBUS AV                    ,2018-04-21T05:06:29.000Z,43.0493201091162,-76.1213561341321,STREET REPAIR,DP2             ,1020
-76.121446134170213,43.049443709135431,Eastside,    Accessory On,1701-19 ERIE BLVD E & TEALL AVE                   ,2018-04-21T05:07:36.000Z,43.0494437091354,-76.1214461341702,STREET REPAIR,DP2             ,1021
-76.121548934219305,43.04966270917167,Eastside,    Accessory On,1701-19 ERIE BLVD E & TEALL AVE                   ,2018-04-21T05:08:47.000Z,43.0496627091717,-76.1215489342193,STREET REPAIR,DP2             ,1022
-76.121600634270578,43.050142209257821,Eastside,    Accessory On,1701-19 ERIE BLVD E & TEALL AVE                   ,2018-04-21T05:11:00.000Z,43.0501422092578,-76.1216006342706,STREET REPAIR,DP2             ,1023
-76.121608934267798,43.050066209243511,Eastside,    Accessory On,1701-19 ERIE BLVD E & TEALL AVE                   ,2018-04-21T05:12:16.000Z,43.0500662092435,-76.1216089342678,STREET REPAIR,DP2             ,1024
-76.121598234263516,43.050055109241903,Eastside,    Accessory On,1701-19 ERIE BLVD E & TEALL AVE                   ,2018-04-21T05:12:58.000Z,43.0500551092419,-76.1215982342635,STREET REPAIR,DP2             ,1025
-76.121599134263406,43.050049609240865,Eastside,    Accessory On,1701-19 ERIE BLVD E & TEALL AVE                   ,2018-04-21T05:13:32.000Z,43.0500496092409,-76.1215991342634,STREET REPAIR,DP2             ,1026
-76.121706734515683,43.053071409792025,Eastside,    Accessory On,3 TEALL AVE TO EB I 690 RAMP SYRACUSE 13210       ,2018-04-21T05:16:51.000Z,43.053071409792,-76.1217067345157,STREET REPAIR,DP2             ,1027
-76.121724234524066,43.053108909798233,Eastside,    Accessory On,3 TEALL AVE TO EB I 690 RAMP SYRACUSE 13210       ,2018-04-21T05:18:33.000Z,43.0531089097982,-76.1217242345241,STREET REPAIR,DP2             ,1028
-76.121711434520506,43.053117209800241,Eastside,    Accessory On,3 TEALL AVE TO EB I 690 RAMP SYRACUSE 13210       ,2018-04-21T05:20:14.000Z,43.0531172098002,-76.1217114345205,STREET REPAIR,DP2             ,1029
-76.121846234643826,43.05422320999827,Eastwood,    Accessory On,1301 BURNET AVE & TEALL AVE                       ,2018-04-21T05:22:52.000Z,43.0542232099983,-76.1218462346438,STREET REPAIR,DP2             ,1030
-76.12183223463974,43.054230110000084,Eastwood,    Accessory On,1301 BURNET AVE & TEALL AVE                       ,2018-04-21T05:23:25.000Z,43.0542301100001,-76.1218322346397,STREET REPAIR,DP2             ,1031
-76.121828634639499,43.054242710002534,Eastwood,    Accessory On,1301 BURNET AVE & TEALL AVE                       ,2018-04-21T05:23:48.000Z,43.0542427100025,-76.1218286346395,STREET REPAIR,DP2             ,1032
-76.121812234635769,43.054265110007286,Eastwood,    Accessory On,1301 BURNET AVE & TEALL AVE                       ,2018-04-21T05:24:33.000Z,43.0542651100073,-76.1218122346358,STREET REPAIR,DP2             ,1033
-76.12178663462727,43.054262610007818,Eastwood,    Accessory On,1301 BURNET AVE & TEALL AVE                       ,2018-04-21T05:25:37.000Z,43.0542626100078,-76.1217866346273,STREET REPAIR,DP2             ,1034
-76.121812734638297,43.05429791001329,Eastwood,    Accessory On,1301 BURNET AVE & TEALL AVE                       ,2018-04-21T05:27:23.000Z,43.0542979100133,-76.1218127346383,STREET REPAIR,DP2             ,1035
-76.142710140583702,43.042684907070452,Southside,    Accessory On,654 E ADAMS ST SYRACUSE 13202                     ,2018-04-21T05:45:45.000Z,43.0426849070705,-76.1427101405837,STREET REPAIR,DP2             ,1036
-76.142202940416809,43.042652207084068,Eastside,    Accessory On,696 E ADAMS ST SYRACUSE 13210                     ,2018-04-21T05:47:43.000Z,43.0426522070841,-76.1422029404168,STREET REPAIR,DP2             ,1037
-76.142197240419549,43.042716107096027,Eastside,    Accessory On,697 E ADAMS ST SYRACUSE 13210                     ,2018-04-21T05:48:49.000Z,43.042716107096,-76.1421972404195,STREET REPAIR,DP2             ,1038
-76.142178140418423,43.042787207109832,Eastside,    Accessory On,699 E ADAMS ST SYRACUSE 13210                     ,2018-04-21T05:50:19.000Z,43.0427872071098,-76.1421781404184,STREET REPAIR,DP2             ,1039
-76.142186640441338,43.043067207160973,Eastside,    Accessory On,807 ALMOND ST                                     ,2018-04-21T05:51:25.000Z,43.043067207161,-76.1421866404413,STREET REPAIR,DP2             ,1040
-76.142175240465079,43.043448607231511,Eastside,    Accessory On,807 ALMOND ST                                     ,2018-04-21T05:52:50.000Z,43.0434486072315,-76.1421752404651,STREET REPAIR,DP2             ,1041
-76.142140740479192,43.043800407297539,Eastside,    Accessory On,807 ALMOND ST                                     ,2018-04-21T05:53:58.000Z,43.0438004072975,-76.1421407404792,STREET REPAIR,DP2             ,1042
-76.14214444048703,43.043892707314313,Eastside,    Accessory On,807 ALMOND ST                                     ,2018-04-21T05:54:42.000Z,43.0438927073143,-76.142144440487,STREET REPAIR,DP2             ,1043
-76.142164140497911,43.043954607324928,Eastside,    Accessory On,807 ALMOND ST                                     ,2018-04-21T05:55:01.000Z,43.0439546073249,-76.1421641404979,STREET REPAIR,DP2             ,1044
-76.142119740500959,43.044197707371318,Eastside,    Accessory On,807 ALMOND ST                                     ,2018-04-21T05:56:04.000Z,43.0441977073713,-76.142119740501,STREET REPAIR,DP2             ,1045
-76.142157640532446,43.044463607418734,Eastside,    Accessory On,795 ALMOND ST SYRACUSE 13210                      ,2018-04-21T05:57:27.000Z,43.0444636074187,-76.1421576405324,STREET REPAIR,DP2             ,1046
-76.14218274055014,43.044596907442283,Eastside,    Accessory On,781 ALMOND ST SYRACUSE 13210                      ,2018-04-21T05:58:22.000Z,43.0445969074423,-76.1421827405501,STREET REPAIR,DP2             ,1047
-76.142188240554162,43.044628107447792,Eastside,    Accessory On,777 ALMOND ST SYRACUSE 13210                      ,2018-04-21T05:58:47.000Z,43.0446281074478,-76.1421882405542,STREET REPAIR,DP2             ,1048
-76.142181140554811,43.044668907455566,Eastside,    Accessory On,773 ALMOND ST SYRACUSE 13210                      ,2018-04-21T05:59:17.000Z,43.0446689074556,-76.1421811405548,STREET REPAIR,DP2             ,1049
-76.150172142756674,43.039238406148137,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:10:40.000Z,43.0392384061481,-76.1501721427567,STREET REPAIR,DP2             ,1050
-76.150165742750602,43.039182706138099,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:11:38.000Z,43.0391827061381,-76.1501657427506,STREET REPAIR,DP2             ,1051
-76.150345242805258,43.039133406122112,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:12:48.000Z,43.0391334061221,-76.1503452428053,STREET REPAIR,DP2             ,1052
-76.150290742786041,43.039111606120223,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:14:22.000Z,43.0391116061202,-76.150290742786,STREET REPAIR,DP2             ,1053
-76.150356442808814,43.039132206121451,Southside,    Accessory On,900-10 SALINA ST S & TAYLOR ST W                  ,2018-04-21T06:16:04.000Z,43.0391322061215,-76.1503564428088,STREET REPAIR,DP2             ,1054
-76.150354142810642,43.03916820612816,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:16:26.000Z,43.0391682061282,-76.1503541428106,STREET REPAIR,DP2             ,1055
-76.150387742822772,43.039185106129963,Southside,    Accessory On,900-10 SALINA ST S & TAYLOR ST W                  ,2018-04-21T06:17:35.000Z,43.03918510613,-76.1503877428228,STREET REPAIR,DP2             ,1056
-76.150369642816386,43.039177906129346,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:19:56.000Z,43.0391779061294,-76.1503696428164,STREET REPAIR,DP2             ,1057
-76.15036544281854,43.039226706138479,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:20:33.000Z,43.0392267061385,-76.1503654428185,STREET REPAIR,DP2             ,1058
-76.150280442792649,43.0392502061461,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:21:20.000Z,43.0392502061461,-76.1502804427926,STREET REPAIR,DP2             ,1059
-76.150280942793799,43.039264106148622,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:22:23.000Z,43.0392641061486,-76.1502809427938,STREET REPAIR,DP2             ,1060
-76.150272142788381,43.039228606142466,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:23:11.000Z,43.0392286061425,-76.1502721427884,STREET REPAIR,DP2             ,1061
-76.150237742770599,43.039136106126762,Southside,    Accessory On,903-05 SALINA ST S                                ,2018-04-21T06:24:35.000Z,43.0391361061268,-76.1502377427706,STREET REPAIR,DP2             ,1062
-76.150187242769732,43.039352106168423,Southside,    Accessory On,817-29 SALINA ST S                                ,2018-04-21T06:25:36.000Z,43.0393521061684,-76.1501872427697,STREET REPAIR,DP2             ,1063
-76.150156442765621,43.039433606184581,Southside,    Accessory On,817-29 SALINA ST S                                ,2018-04-21T06:26:36.000Z,43.0394336061846,-76.1501564427656,STREET REPAIR,DP2             ,1064
-76.150215742786742,43.039460206187215,Southside,    Accessory On,817-29 SALINA ST S                                ,2018-04-21T06:27:50.000Z,43.0394602061872,-76.1502157427868,STREET REPAIR,DP2             ,1065
-76.150210242784809,43.039457606186929,Southside,    Accessory On,817-29 SALINA ST S                                ,2018-04-21T06:28:13.000Z,43.0394576061869,-76.1502102427848,STREET REPAIR,DP2             ,1066
-76.150218742789804,43.039488906192361,Southside,    Accessory On,817-29 SALINA ST S                                ,2018-04-21T06:29:05.000Z,43.0394889061924,-76.1502187427898,STREET REPAIR,DP2             ,1067
-76.150221442793935,43.039533906200546,Southside,    Accessory On,817-29 SALINA ST S                                ,2018-04-21T06:29:47.000Z,43.0395339062005,-76.1502214427939,STREET REPAIR,DP2             ,1068
-76.1502062427883,43.039524206199353,Southside,    Accessory On,817-29 SALINA ST S                                ,2018-04-21T06:31:28.000Z,43.0395242061994,-76.1502062427883,STREET REPAIR,DP2             ,1069
-76.150197642785855,43.03952890620053,Southside,    Accessory On,817-29 SALINA ST S                                ,2018-04-21T06:32:32.000Z,43.0395289062005,-76.1501976427859,STREET REPAIR,DP2             ,1070
-76.155614445241696,43.049231407773881,Downtown,    Accessory On,300 FAYETTE ST W & FRANKLIN S                     ,2018-04-21T07:20:22.000Z,43.0492314077739,-76.1556144452417,STREET REPAIR,DP2             ,1071
-76.155597145244215,43.049344607795319,Downtown,    Accessory On,333 WASHINGTON ST W & FRANKLI                     ,2018-04-21T07:21:48.000Z,43.0493446077953,-76.1555971452442,STREET REPAIR,DP2             ,1072
-76.155557445260939,43.049755407872347,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:23:27.000Z,43.0497554078724,-76.1555574452609,STREET REPAIR,DP2             ,1073
-76.155397445230435,43.050052707933169,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:25:32.000Z,43.0500527079332,-76.1553974452304,STREET REPAIR,DP2             ,1074
-76.155388145223654,43.050000607923941,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:27:14.000Z,43.0500006079239,-76.1553881452237,STREET REPAIR,DP2             ,1075
-76.155329445208437,43.050053607935979,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:27:38.000Z,43.050053607936,-76.1553294452084,STREET REPAIR,DP2             ,1076
-76.155453445249947,43.050071607934491,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:28:43.000Z,43.0500716079345,-76.1554534452499,STREET REPAIR,DP2             ,1077
-76.15535374521653,43.050056107935518,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:30:56.000Z,43.0500561079355,-76.1553537452165,STREET REPAIR,DP2             ,1078
-76.155362745225915,43.050146207951705,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:31:43.000Z,43.0501462079517,-76.1553627452259,STREET REPAIR,DP2             ,1079
-76.155322445203964,43.050022907930597,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:33:26.000Z,43.0500229079306,-76.155322445204,STREET REPAIR,DP2             ,1080
-76.155381745232575,43.050153107952227,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:34:12.000Z,43.0501531079522,-76.1553817452326,STREET REPAIR,DP2             ,1081
-76.15538964524201,43.050248907969539,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:35:41.000Z,43.0502489079695,-76.155389645242,STREET REPAIR,DP2             ,1082
-76.155340945236844,43.050396907998596,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:36:43.000Z,43.0503969079986,-76.1553409452368,STREET REPAIR,DP2             ,1083
-76.155406745264472,43.050483408011935,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:37:28.000Z,43.0504834080119,-76.1554067452645,STREET REPAIR,DP2             ,1084
-76.155401745260491,43.050450608006123,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:38:24.000Z,43.0504506080061,-76.1554017452605,STREET REPAIR,DP2             ,1085
-76.155403145268977,43.050562208026548,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:39:37.000Z,43.0505622080266,-76.155403145269,STREET REPAIR,DP2             ,1086
-76.15540924527636,43.050637608040191,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:40:24.000Z,43.0506376080402,-76.1554092452764,STREET REPAIR,DP2             ,1087
-76.155464945293971,43.050631108036804,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:41:24.000Z,43.0506311080368,-76.155464945294,STREET REPAIR,DP2             ,1088
-76.15546264530586,43.050806108069082,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:43:10.000Z,43.0508061080691,-76.1554626453058,STREET REPAIR,DP2             ,1089
-76.15565914537035,43.05081690806346,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:46:19.000Z,43.0508169080635,-76.1556591453704,STREET REPAIR,DP2             ,1090
-76.155701945376592,43.050710708042274,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:47:00.000Z,43.0507107080423,-76.1557019453766,STREET REPAIR,DP2             ,1091
-76.155799145409944,43.050735908043123,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:47:17.000Z,43.0507359080431,-76.1557991454099,STREET REPAIR,DP2             ,1092
-76.155740245386426,43.05067490803421,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:47:55.000Z,43.0506749080342,-76.1557402453864,STREET REPAIR,DP2             ,1093
-76.15560824532713,43.050446207997318,Downtown,    Accessory On,102 FRANKLIN ST S & ERIE BLVD                     ,2018-04-21T07:49:57.000Z,43.0504462079973,-76.1556082453271,STREET REPAIR,DP2             ,1094
-76.155575645288508,43.050056607926983,Downtown,    Accessory On,120 FRANKLIN ST & WASHINGTON                      ,2018-04-21T07:51:28.000Z,43.050056607927,-76.1555756452885,STREET REPAIR,DP2             ,1095
-76.155340945135563,43.04899010774011,Downtown,    Accessory On,256 FAYETTE ST W & FRANKLIN S                     ,2018-04-21T08:00:39.000Z,43.0489901077401,-76.1553409451355,STREET REPAIR,DP2             ,1096
-76.138785637611889,43.019057102878179,Eastside,    Accessory On,322 BRIGHTON AVE E                                ,2018-04-21T08:24:05.000Z,43.0190571028782,-76.1387856376119,STREET REPAIR,DP2             ,1097
-76.13865843756156,43.018931102859909,Eastside,    Accessory On,326 BRIGHTON AVE E                                ,2018-04-21T08:25:02.000Z,43.0189311028599,-76.1386584375616,STREET REPAIR,DP2             ,1098
-76.138658737561371,43.018927602859243,Eastside,    Accessory On,326 BRIGHTON AVE E                                ,2018-04-21T08:25:40.000Z,43.0189276028593,-76.1386587375614,STREET REPAIR,DP2             ,1099
-76.138654137558532,43.018908202855876,Eastside,    Accessory On,326 BRIGHTON AVE E                                ,2018-04-21T08:26:26.000Z,43.0189082028559,-76.1386541375585,STREET REPAIR,DP2             ,1100
-76.138597637530978,43.018779902834446,Eastside,    Accessory On,336 BRIGHTON AVE E                                ,2018-04-21T08:28:10.000Z,43.0187799028345,-76.138597637531,STREET REPAIR,DP2             ,1101
-76.138564937521451,43.018794602838412,Eastside,    Accessory On,331-35 BRIGHTON AVE E                             ,2018-04-21T08:29:13.000Z,43.0187946028384,-76.1385649375214,STREET REPAIR,DP2             ,1102
-76.138572237523505,43.018790402837368,Eastside,    Accessory On,331-35 BRIGHTON AVE E                             ,2018-04-21T08:29:58.000Z,43.0187904028374,-76.1385722375235,STREET REPAIR,DP2             ,1103
-76.158651146251074,43.049566607717807,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:15:50.000Z,43.0495666077178,-76.1586511462511,STREET REPAIR,DP2             ,1104
-76.158654646253893,43.049589907721966,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:16:40.000Z,43.049589907722,-76.1586546462539,STREET REPAIR,DP2             ,1105
-76.158694946273357,43.049678407736657,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:17:26.000Z,43.0496784077367,-76.1586949462733,STREET REPAIR,DP2             ,1106
-76.158711146276104,43.049643707729643,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:18:09.000Z,43.0496437077297,-76.1587111462761,STREET REPAIR,DP2             ,1107
-76.158709946278108,43.04967720773584,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:18:59.000Z,43.0496772077358,-76.1587099462781,STREET REPAIR,DP2             ,1108
-76.158728646285851,43.049700607739467,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:19:43.000Z,43.0497006077395,-76.1587286462859,STREET REPAIR,DP2             ,1109
-76.158697146275671,43.049700607740668,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:20:34.000Z,43.0497006077407,-76.1586971462757,STREET REPAIR,DP2             ,1110
-76.158720246280836,43.049668607733899,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:21:32.000Z,43.0496686077339,-76.1587202462808,STREET REPAIR,DP2             ,1111
-76.158750946295157,43.049729707743936,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:22:01.000Z,43.0497297077439,-76.1587509462952,STREET REPAIR,DP2             ,1112
-76.158791246313555,43.049803107755821,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:22:56.000Z,43.0498031077558,-76.1587912463136,STREET REPAIR,DP2             ,1113
-76.158786946307956,43.049744607745275,Downtown,    Accessory On,360 WASHINGTON ST W & WEST S                      ,2018-04-18T05:23:58.000Z,43.0497446077453,-76.1587869463079,STREET REPAIR,DP2             ,1114
-76.158885146358585,43.050005207789361,Downtown,    Accessory On,376 WATER ST W TO ERIE BLVD W                     ,2018-04-18T05:25:47.000Z,43.0500052077894,-76.1588851463586,STREET REPAIR,DP2             ,1115
-76.158847646349344,43.050045907798264,Downtown,    Accessory On,376 WATER ST W TO ERIE BLVD W                     ,2018-04-18T05:26:29.000Z,43.0500459077983,-76.1588476463493,STREET REPAIR,DP2             ,1116
-76.159036746368614,43.049461607683583,Westside,    Accessory On,382-88 FAYETTE ST W & WEST ST S                   ,2018-04-18T05:33:12.000Z,43.0494616076836,-76.1590367463686,STREET REPAIR,DP2             ,1117
-76.158440647310215,43.065213110600325,Northside,    Accessory On,1426 STATE ST N & DANFORTH ST                     ,2018-04-18T05:50:29.000Z,43.0652131106003,-76.1584406473102,STREET REPAIR,DP2             ,1118
-76.158410447301861,43.065233410605209,Northside,    Accessory On,2229 LODI ST & DANFORTH ST                        ,2018-04-18T05:51:11.000Z,43.0652334106052,-76.1584104473019,STREET REPAIR,DP2             ,1119
-76.158489747325277,43.065200910596175,Northside,    Accessory On,1426 STATE ST N & DANFORTH ST                     ,2018-04-18T05:52:07.000Z,43.0652009105962,-76.1584897473253,STREET REPAIR,DP2             ,1120
-76.158795447467256,43.065794610693374,Northside,    Accessory On,2300-08 LODI ST & DANFORTH ST                     ,2018-04-18T05:54:43.000Z,43.0657946106934,-76.1587954474673,STREET REPAIR,DP2             ,1121
-76.163803949101023,43.065913410521055,Lakefront,    Accessory On,198 BEAR ST W                                     ,2018-04-18T06:00:37.000Z,43.0659134105211,-76.163803949101,STREET REPAIR,DP2             ,1122
-76.163024248824328,43.065585210491015,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:04:14.000Z,43.065585210491,-76.1630242488243,STREET REPAIR,DP2             ,1123
-76.163010948820386,43.065590110492444,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:04:45.000Z,43.0655901104924,-76.1630109488204,STREET REPAIR,DP2             ,1124
-76.162991748813468,43.065580710491439,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:05:03.000Z,43.0655807104914,-76.1629917488135,STREET REPAIR,DP2             ,1125
-76.162924948790845,43.065567410491596,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:05:33.000Z,43.0655674104916,-76.1629249487908,STREET REPAIR,DP2             ,1126
-76.162901448781156,43.065539410487368,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:05:55.000Z,43.0655394104874,-76.1629014487812,STREET REPAIR,DP2             ,1127
-76.1629139487858,43.065546910488258,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:06:28.000Z,43.0655469104883,-76.1629139487858,STREET REPAIR,DP2             ,1128
-76.16289774877977,43.065536210486904,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:07:04.000Z,43.0655362104869,-76.1628977487798,STREET REPAIR,DP2             ,1129
-76.162884148774836,43.065529110486132,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:07:46.000Z,43.0655291104861,-76.1628841487748,STREET REPAIR,DP2             ,1130
-76.162876448772366,43.065529210486474,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:08:07.000Z,43.0655292104865,-76.1628764487724,STREET REPAIR,DP2             ,1131
-76.162798648743419,43.065478410480146,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:08:47.000Z,43.0654784104801,-76.1627986487434,STREET REPAIR,DP2             ,1132
-76.162802248744697,43.065479910480285,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:09:24.000Z,43.0654799104803,-76.1628022487447,STREET REPAIR,DP2             ,1133
-76.162673448698484,43.065418410473974,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:11:09.000Z,43.065418410474,-76.1626734486985,STREET REPAIR,DP2             ,1134
-76.162630148682808,43.06539591047153,Lakefront,    Accessory On,1000 CLINTON ST N TO OSWEGO BL                    ,2018-04-18T06:11:45.000Z,43.0653959104715,-76.1626301486828,STREET REPAIR,DP2             ,1135
-76.162122748501645,43.065166610449069,Lakefront,    Accessory On,998 CLINTON ST N                                  ,2018-04-18T06:13:29.000Z,43.0651666104491,-76.1621227485016,STREET REPAIR,DP2             ,1136
